Ns,Ns,"(9, 10)","(11, 12)",两江,南洋,"['骗', '曾当过', '江西', '巡抚', '、', '福建', '船政', '大臣', '的', '两江', '总督', '南洋', '大臣', '沈葆桢', '，', '而', '实际上', '是', '骗', '公家', '的', '钱', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(9, 10)","(13, 14)",两江,沈葆桢,"['骗', '曾当过', '江西', '巡抚', '、', '福建', '船政', '大臣', '的', '两江', '总督', '南洋', '大臣', '沈葆桢', '，', '而', '实际上', '是', '骗', '公家', '的', '钱', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(11, 12)","(13, 14)",南洋,沈葆桢,"['骗', '曾当过', '江西', '巡抚', '、', '福建', '船政', '大臣', '的', '两江', '总督', '南洋', '大臣', '沈葆桢', '，', '而', '实际上', '是', '骗', '公家', '的', '钱', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(25, 26)","(27, 28)",唐廷枢,徐润,"['第一步', '是', '利用', '招商局', '的', '官款', '，', '秘密', '收买', '旗昌', '的', '股票', '，', '到', '得', '有', '相当', '把握', '，', '可以', '接收', '旗昌时', '，', '盛宣怀', '偕同', '唐廷枢', '、', '徐润', '连袂', '到', '了', '南京', '，', '首先', '是', '说动', '藩司', '梅启煦', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(25, 26)","(31, 32)",唐廷枢,南京,"['第一步', '是', '利用', '招商局', '的', '官款', '，', '秘密', '收买', '旗昌', '的', '股票', '，', '到', '得', '有', '相当', '把握', '，', '可以', '接收', '旗昌时', '，', '盛宣怀', '偕同', '唐廷枢', '、', '徐润', '连袂', '到', '了', '南京', '，', '首先', '是', '说动', '藩司', '梅启煦', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(27, 28)","(31, 32)",徐润,南京,"['第一步', '是', '利用', '招商局', '的', '官款', '，', '秘密', '收买', '旗昌', '的', '股票', '，', '到', '得', '有', '相当', '把握', '，', '可以', '接收', '旗昌时', '，', '盛宣怀', '偕同', '唐廷枢', '、', '徐润', '连袂', '到', '了', '南京', '，', '首先', '是', '说动', '藩司', '梅启煦', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(31, 32)","(37, 38)",南京,梅启煦,"['第一步', '是', '利用', '招商局', '的', '官款', '，', '秘密', '收买', '旗昌', '的', '股票', '，', '到', '得', '有', '相当', '把握', '，', '可以', '接收', '旗昌时', '，', '盛宣怀', '偕同', '唐廷枢', '、', '徐润', '连袂', '到', '了', '南京', '，', '首先', '是', '说动', '藩司', '梅启煦', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(0, 1)","(7, 8)",江苏,江苏,"['江苏', '有', '两个', '藩司', '，', '一个', '称为', '江苏', '藩司', '随', '江苏', '巡抚', '驻', '苏州', '；']",胡雪岩全集（高阳）.txt
Ns,Ns,"(7, 8)","(10, 11)",江苏,江苏,"['江苏', '有', '两个', '藩司', '，', '一个', '称为', '江苏', '藩司', '随', '江苏', '巡抚', '驻', '苏州', '；']",胡雪岩全集（高阳）.txt
Ns,Ns,"(7, 8)","(13, 14)",江苏,苏州,"['江苏', '有', '两个', '藩司', '，', '一个', '称为', '江苏', '藩司', '随', '江苏', '巡抚', '驻', '苏州', '；']",胡雪岩全集（高阳）.txt
Ns,Ns,"(10, 11)","(13, 14)",江苏,苏州,"['江苏', '有', '两个', '藩司', '，', '一个', '称为', '江苏', '藩司', '随', '江苏', '巡抚', '驻', '苏州', '；']",胡雪岩全集（高阳）.txt
Ns,Ns,"(2, 3)","(6, 7)",江宁,两江,"['一个', '称为', '江宁', '藩司', '，', '随', '两江', '总督', '驻', '江宁', '—', '—', '南京', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(2, 3)","(9, 10)",江宁,江宁,"['一个', '称为', '江宁', '藩司', '，', '随', '两江', '总督', '驻', '江宁', '—', '—', '南京', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(6, 7)","(9, 10)",两江,江宁,"['一个', '称为', '江宁', '藩司', '，', '随', '两江', '总督', '驻', '江宁', '—', '—', '南京', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(6, 7)","(12, 13)",两江,南京,"['一个', '称为', '江宁', '藩司', '，', '随', '两江', '总督', '驻', '江宁', '—', '—', '南京', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(9, 10)","(12, 13)",江宁,南京,"['一个', '称为', '江宁', '藩司', '，', '随', '两江', '总督', '驻', '江宁', '—', '—', '南京', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(6, 7)",梅启煦,方始,"['梅启煦', '的', '关节', '打通', '了', '，', '方始', '向', '总督', '衙门', '上', '了', '一个', '呈文', '，', '说', '旗昌', '洋行', '甘心', '归并', '，', '开价', '二百五十', '余万', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(5, 6)",沈葆桢,顾虚,"['沈葆桢', '盘算', '之下', '，', '还有', '顾虚', '，', '美商', '的', '旗昌', '固然', '归并', '了', '，', '英商', '的', '太古', '、', '怡和', '又', '将', '如何', '？']",胡雪岩全集（高阳）.txt
Nh,Ns,"(5, 6)","(9, 10)",顾虚,旗昌,"['沈葆桢', '盘算', '之下', '，', '还有', '顾虚', '，', '美商', '的', '旗昌', '固然', '归并', '了', '，', '英商', '的', '太古', '、', '怡和', '又', '将', '如何', '？']",胡雪岩全集（高阳）.txt
Ns,Nh,"(2, 3)","(5, 6)",南京,沈葆桢,"['一面', '赶到', '南京', '，', '向', '沈葆桢', '复命', '，', '事情', '已经', '定局', '了', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(3, 4)","(5, 6)",九江,镇江,"['其余', '汉口', '、', '九江', '、', '镇江', '、', '宁波', '、', '天津', '各', '码头', '、', '洋楼', '、', '栈房', '，', '作价', '二十二万', '两', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ns,"(3, 4)","(7, 8)",九江,宁波,"['其余', '汉口', '、', '九江', '、', '镇江', '、', '宁波', '、', '天津', '各', '码头', '、', '洋楼', '、', '栈房', '，', '作价', '二十二万', '两', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ns,"(3, 4)","(9, 10)",九江,天津,"['其余', '汉口', '、', '九江', '、', '镇江', '、', '宁波', '、', '天津', '各', '码头', '、', '洋楼', '、', '栈房', '，', '作价', '二十二万', '两', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ns,"(5, 6)","(7, 8)",镇江,宁波,"['其余', '汉口', '、', '九江', '、', '镇江', '、', '宁波', '、', '天津', '各', '码头', '、', '洋楼', '、', '栈房', '，', '作价', '二十二万', '两', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ns,"(5, 6)","(9, 10)",镇江,天津,"['其余', '汉口', '、', '九江', '、', '镇江', '、', '宁波', '、', '天津', '各', '码头', '、', '洋楼', '、', '栈房', '，', '作价', '二十二万', '两', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ns,"(7, 8)","(9, 10)",宁波,天津,"['其余', '汉口', '、', '九江', '、', '镇江', '、', '宁波', '、', '天津', '各', '码头', '、', '洋楼', '、', '栈房', '，', '作价', '二十二万', '两', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(2, 3)","(4, 5)",李鸿章,沈葆桢,"['又', '说', '李鸿章', '与', '沈葆桢', '是', '同年', '，', '遇到', '这样', '的', '好事', '，', '只会', '赞成', '，', '不会', '反对', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(2, 3)","(5, 6)",两江,刘坤一,"['其时', '的', '两江', '总督', '名叫', '刘坤一', '，', '湖南', '新宁', '人', '，', '对于', '李鸿章', '久怀', '不满', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(2, 3)","(7, 9)",两江,湖南新宁,"['其时', '的', '两江', '总督', '名叫', '刘坤一', '，', '湖南', '新宁', '人', '，', '对于', '李鸿章', '久怀', '不满', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(5, 6)","(7, 9)",刘坤一,湖南新宁,"['其时', '的', '两江', '总督', '名叫', '刘坤一', '，', '湖南', '新宁', '人', '，', '对于', '李鸿章', '久怀', '不满', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(5, 6)","(12, 13)",刘坤一,李鸿章,"['其时', '的', '两江', '总督', '名叫', '刘坤一', '，', '湖南', '新宁', '人', '，', '对于', '李鸿章', '久怀', '不满', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(7, 9)","(12, 13)",湖南新宁,李鸿章,"['其时', '的', '两江', '总督', '名叫', '刘坤一', '，', '湖南', '新宁', '人', '，', '对于', '李鸿章', '久怀', '不满', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(1, 2)","(5, 6)",李鸿章,吴,"['原来', '李鸿章', '自从', '“', '用沪平', '吴', '”', '后', '，', '一直', '视', '两江', '是', '他', '的', '地盘', '，', '官拜', '直隶', '总督', '北洋', '大臣', '，', '却', '能', '巧妙', '地', '运用', '洋人', '，', '以及', '实际上', '办理', '洋务', '的', '关系', '，', '在', '两江', '安插', '私人', '，', '直接', '指挥', '；']",胡雪岩全集（高阳）.txt
Nh,Ns,"(5, 6)","(11, 12)",吴,两江,"['原来', '李鸿章', '自从', '“', '用沪平', '吴', '”', '后', '，', '一直', '视', '两江', '是', '他', '的', '地盘', '，', '官拜', '直隶', '总督', '北洋', '大臣', '，', '却', '能', '巧妙', '地', '运用', '洋人', '，', '以及', '实际上', '办理', '洋务', '的', '关系', '，', '在', '两江', '安插', '私人', '，', '直接', '指挥', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(1, 2)","(7, 8)",刘坤一,李鸿章,"['最使', '刘坤一', '不能', '忍受', '的', '是', '，', '李鸿章', '的', '妻舅', '赵继元', '在', '两江', '的', '胡作非为', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(7, 8)","(10, 11)",李鸿章,赵继元,"['最使', '刘坤一', '不能', '忍受', '的', '是', '，', '李鸿章', '的', '妻舅', '赵继元', '在', '两江', '的', '胡作非为', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(7, 8)","(12, 13)",李鸿章,两江,"['最使', '刘坤一', '不能', '忍受', '的', '是', '，', '李鸿章', '的', '妻舅', '赵继元', '在', '两江', '的', '胡作非为', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(10, 11)","(12, 13)",赵继元,两江,"['最使', '刘坤一', '不能', '忍受', '的', '是', '，', '李鸿章', '的', '妻舅', '赵继元', '在', '两江', '的', '胡作非为', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(0, 1)","(2, 4)",赵继元,安徽太湖,"['赵继元', '是', '安徽', '太湖', '人', '，', '他', '的', '祖父', '名叫', '赵文楷', '，', '是', '嘉庆', '元年', '丙辰', '科', '的', '状元', '，', '赵继元', '本人', '亦', '点', '了', '翰林', '，', '但', '肚子', '里', '一团', '茅草', '，', '如何', '侥幸', '而', '得', '列清班', '，', '一直', '是', '个', '谜', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(2, 4)","(10, 11)",安徽太湖,赵文楷,"['赵继元', '是', '安徽', '太湖', '人', '，', '他', '的', '祖父', '名叫', '赵文楷', '，', '是', '嘉庆', '元年', '丙辰', '科', '的', '状元', '，', '赵继元', '本人', '亦', '点', '了', '翰林', '，', '但', '肚子', '里', '一团', '茅草', '，', '如何', '侥幸', '而', '得', '列清班', '，', '一直', '是', '个', '谜', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(10, 11)","(13, 14)",赵文楷,嘉庆,"['赵继元', '是', '安徽', '太湖', '人', '，', '他', '的', '祖父', '名叫', '赵文楷', '，', '是', '嘉庆', '元年', '丙辰', '科', '的', '状元', '，', '赵继元', '本人', '亦', '点', '了', '翰林', '，', '但', '肚子', '里', '一团', '茅草', '，', '如何', '侥幸', '而', '得', '列清班', '，', '一直', '是', '个', '谜', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(13, 14)","(20, 21)",嘉庆,赵继元,"['赵继元', '是', '安徽', '太湖', '人', '，', '他', '的', '祖父', '名叫', '赵文楷', '，', '是', '嘉庆', '元年', '丙辰', '科', '的', '状元', '，', '赵继元', '本人', '亦', '点', '了', '翰林', '，', '但', '肚子', '里', '一团', '茅草', '，', '如何', '侥幸', '而', '得', '列清班', '，', '一直', '是', '个', '谜', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(2, 3)","(5, 6)",两江,曾国藩,"['那时', '的', '两江', '总督', '是', '曾国藩', '，', '当洪', '杨', '初年', '时', '，', '怕', '功高震主', '，', '决定', '急流勇退', '，', '遣散', '湘军', '，', '抚植', '李鸿章', '的', '淮军来', '替代', '；']",胡雪岩全集（高阳）.txt
Ns,Nh,"(2, 3)","(8, 9)",两江,杨,"['那时', '的', '两江', '总督', '是', '曾国藩', '，', '当洪', '杨', '初年', '时', '，', '怕', '功高震主', '，', '决定', '急流勇退', '，', '遣散', '湘军', '，', '抚植', '李鸿章', '的', '淮军来', '替代', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(5, 6)","(8, 9)",曾国藩,杨,"['那时', '的', '两江', '总督', '是', '曾国藩', '，', '当洪', '杨', '初年', '时', '，', '怕', '功高震主', '，', '决定', '急流勇退', '，', '遣散', '湘军', '，', '抚植', '李鸿章', '的', '淮军来', '替代', '；']",胡雪岩全集（高阳）.txt
Nh,Ns,"(1, 2)","(3, 4)",赵继元,江宁,"['所以', '赵继元', '一到', '江宁', '“', '禀到', '”', '，', '便', '派', '了', '他', '一个', '极', '重要', '极肥', '的', '差使', '：', '两江', '军需', '总局', '坐办', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(7, 8)",赵继元,李鸿章,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(7, 8)","(12, 13)",李鸿章,曾国藩,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Nh,Ns,"(12, 13)","(16, 17)",曾国藩,两江,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(12, 13)","(18, 19)",曾国藩,马新,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Ns,Nh,"(16, 17)","(18, 19)",两江,马新,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Ns,Nh,"(16, 17)","(21, 22)",两江,李宗羲,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Ns,Nh,"(16, 17)","(23, 24)",两江,沈葆桢,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(18, 19)","(21, 22)",马新,李宗羲,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(18, 19)","(23, 24)",马新,沈葆桢,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(21, 22)","(23, 24)",李宗羲,沈葆桢,"['赵继元', '凡事', '自作聪明', '，', '恃', '有', '妹夫', '李鸿章', '作', '靠山', '，', '在', '曾国藩', '以后', '的', '历任', '两江', '总督', '马新', '贻', '、', '李宗羲', '、', '沈葆桢', '，', '都', '不大能', '指挥', '得动', '他', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(6, 7)",沈葆桢,刘坤一,"['沈葆桢', '病', '殁', '，', '继任', '的', '刘坤一', '，', '资格', '比较', '浅', '，', '就', '更', '不', '在', '他', '眼里', '了', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(1, 2)","(4, 5)",赵继元,南洋,"['除了', '赵继元', '对身', '在', '南洋', '而', '惟', '北洋', '之命', '是从', '的', '盛宣怀', '等', '人', '，', '刘坤一', '亦', '耿耿于怀', '，', '久已', '想', '动手', '了', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(4, 5)","(11, 12)",南洋,盛宣怀,"['除了', '赵继元', '对身', '在', '南洋', '而', '惟', '北洋', '之命', '是从', '的', '盛宣怀', '等', '人', '，', '刘坤一', '亦', '耿耿于怀', '，', '久已', '想', '动手', '了', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(11, 12)","(15, 16)",盛宣怀,刘坤一,"['除了', '赵继元', '对身', '在', '南洋', '而', '惟', '北洋', '之命', '是从', '的', '盛宣怀', '等', '人', '，', '刘坤一', '亦', '耿耿于怀', '，', '久已', '想', '动手', '了', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(7, 8)","(9, 10)",上海,刘瑞芬,"['因此', '，', '一奉', '朝旨', '，', '立刻', '派', '上海', '道', '刘瑞芬', '及', '上海', '制造局', '总办', '李兴锐', '，', '“', '调看', '该局', '帐目', '，', '逐款', '严查', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Ni,"(7, 8)","(11, 14)",上海,上海制造局总办,"['因此', '，', '一奉', '朝旨', '，', '立刻', '派', '上海', '道', '刘瑞芬', '及', '上海', '制造局', '总办', '李兴锐', '，', '“', '调看', '该局', '帐目', '，', '逐款', '严查', '。', '”']",胡雪岩全集（高阳）.txt
Ns,Nh,"(7, 8)","(14, 15)",上海,李兴锐,"['因此', '，', '一奉', '朝旨', '，', '立刻', '派', '上海', '道', '刘瑞芬', '及', '上海', '制造局', '总办', '李兴锐', '，', '“', '调看', '该局', '帐目', '，', '逐款', '严查', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Ni,"(9, 10)","(11, 14)",刘瑞芬,上海制造局总办,"['因此', '，', '一奉', '朝旨', '，', '立刻', '派', '上海', '道', '刘瑞芬', '及', '上海', '制造局', '总办', '李兴锐', '，', '“', '调看', '该局', '帐目', '，', '逐款', '严查', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(9, 10)","(14, 15)",刘瑞芬,李兴锐,"['因此', '，', '一奉', '朝旨', '，', '立刻', '派', '上海', '道', '刘瑞芬', '及', '上海', '制造局', '总办', '李兴锐', '，', '“', '调看', '该局', '帐目', '，', '逐款', '严查', '。', '”']",胡雪岩全集（高阳）.txt
Ni,Nh,"(11, 14)","(14, 15)",上海制造局总办,李兴锐,"['因此', '，', '一奉', '朝旨', '，', '立刻', '派', '上海', '道', '刘瑞芬', '及', '上海', '制造局', '总办', '李兴锐', '，', '“', '调看', '该局', '帐目', '，', '逐款', '严查', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Ns,"(0, 1)","(2, 4)",刘瑞芬,安徽贵池,"['刘瑞芬', '是', '安徽', '贵池', '人', '，', '出身', '是', '个', '秀才', '，', '同治', '元年', '从', '李鸿章', '援', '沪', '，', '主管', '军械', '的', '采购', '与', '转运', '，', '以', '军功', '保到', '道员', '，', '曾经', '督办', '淞沪', '厘金', '，', '署理', '过', '两淮', '盐运使', '，', '是', '淮军', '系统', '中', '一名', '很', '重要', '的', '文官', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(2, 3)",刘瑞芬,李鸿章,"['刘瑞芬', '跟', '李鸿章', '的', '关系', '很', '密切', '，', '但', '奉命', '查办', '此案', '，', '却', '很', '认真', '，', '因为', '他', '为', '人', '比较', '正派', '，', '看不起', '盛宣怀', '那种', '奸诈', '取巧', '的', '小人', '行径', '；']",胡雪岩全集（高阳）.txt
Nh,BOOK,"(0, 1)","(1, 2)",古应春有,《申报》,"['古应春有', '《申报》', '为', '凭', '，', '载明', '当时', '旗昌', '股票', '的', '行情', '是', '，', '票面', '一百两', '，', '实值', '五十六', '两', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(2, 3)","(6, 7)",刘坤一,盛宣怀,"['哪', '知', '刘坤一', '尚未', '出奏', '，', '盛宣怀', '等', '人', '先发制人', '，', '列举', '了', '十八条', '申辩', '的', '理由', '，', '具禀', '北洋', '，', '由', '李鸿章', '抢先', '出奏', '，', '希望', '造成', '朝廷', '的', '先入之见', '，', '发生', '排拒', '刘坤一', '的', '意见', '的', '作用', '。']",胡雪岩全集（高阳）.txt
Nh,Ns,"(0, 1)","(7, 8)",李鸿章,南洋,"['李鸿章', '的', '复奏', '，', '照例', '要', '抄送', '南洋', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(3, 4)","(5, 6)",李鸿章,刘瑞芬,"['首先', '说明', '：', '李鸿章', '认为', '刘瑞芬', '等', '，', '查案', '不无', '错误', '，', '为', '盛宣怀', '极力', '剖辩', '，', '奏请', '免议', '；']",胡雪岩全集（高阳）.txt
Nh,Ns,"(5, 6)","(11, 12)",李鸿章,旗昌,"['首先', '要驳', '的', '是', '，', '李鸿章', '所', '陈', '，', '当初', '收买', '旗昌', '，', '请拨', '官本', '银', '一百万', '，', '并', '饬', '两准', '盐运使', '劝', '盐商', '就', '“', '盐引', '”', '派', '搭', '股份', '，', '预计', '可得', '银', '八十万两', '，', '再', '通饬', '南洋', '各省', '藩司', '、', '各', '海关', '道', '，', '随时', '劝谕', '富商', '搭股', '，', '并', '无', '已', '集商股', '一百二十', '二万两', '之', '说', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(2, 3)",刘坤一,沈葆桢,"['刘坤一', '先引', '沈葆桢', '当年', '所奏', '，', '“', '臣于', '病榻', '传见', '盛宣怀', '等', '，', '续据', '禀称', '，', '各商', '尽力', '攒', '凑', '，', '只能', '集成', '银', '一百二十', '二万两', '，', '所短', '之数', '，', '拟请', '南洋', '各省', '，', '尽力', '筹拨', '一百万两', '”', '的', '原文', '，', '向', '李鸿章', '提出', '质问', '：', '“', '如', '盛宣怀', '无此', '凑集', '一百二十一万', '两之说', '，', '则', '沈葆桢', '何所据', '而', '云然', '？']",胡雪岩全集（高阳）.txt
Nh,Ns,"(18, 19)","(25, 26)",尚多,钱庄,"['虽', '有', '“', '官本', '缓息', '”', '等', '项', '，', '可以', '弥补', '此', '一百二十', '二万两', '的', '一部分', '，', '所短', '尚多', '，', '因而', '盛宣怀', '等', '不得不', '暂向', '钱庄', '借款', '来付', '旗昌', '，', '这', '也', '就是', '招商局', '利息', '负担', '甚重', '的', '由', '来', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(4, 5)","(11, 12)",刘坤一,沈葆桢,"['对', '这', '一点', '，', '刘坤一', '分两', '方面', '来驳', '，', '一是', '由', '沈葆桢', '方面', '来看', '，', '倘如', '盛宣怀', '不是', '表明', '已集', '有', '商股', '一百二十', '二万两', '，', '而', '要', '动用', '官方', '力量', '劝谕', '商人', '附本', '，', '如此', '渺茫', '之', '事', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(29, 30)","(33, 34)",沈葆桢,刘瑞芬,"['又', '说', '：', '“', '此等', '重大事件', '，', '往往', '反复', '筹商', '，', '至于', '数目', '，', '必须', '斟酌', '尽善', '，', '而后', '上闻', '，', '似', '不得', '执', '盛宣怀', '等', '饰词', '而', '抹煞', '沈葆桢', '奏案', '，', '以', '刘瑞芬', '等', '为', '未查', '原卷', '也', '。']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(4, 5)",沈葆桢,陈奏,"['沈葆桢', '于', '光绪', '三年', '陈奏', '饷', '事', '，', '论及', '提拨', '招商局', '之款', '，', '自悔', '孟浪', '，', '固有', '难言之隐', '矣', '。', '”']",胡雪岩全集（高阳）.txt
Nh,Nh,"(0, 1)","(2, 3)",盛宣怀,唐廷枢,"['盛宣怀', '、', '唐廷枢', '计议', '，', '不如', '找', '个人', '来', '接办', '，', '以便', '脱身', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(5, 6)","(9, 10)",江苏,叶廷春,"['多方', '物色', '，', '找到', '一个', '江苏', '的', '候补', '道', '叶廷春', '，', '同意', '接手', '，', '其时', '为', '光绪', '四年', '夏天', '；']",胡雪岩全集（高阳）.txt
Nh,Nh,"(10, 11)","(17, 18)",叶廷春,叶廷春,"['盛宣怀', '等', '人', '的', '原意', '是', '，', '金蝉脱壳', '，', '将', '叶廷春', '当作', '“', '替死鬼', '”', '，', '不过', '叶廷春', '居然', '能', '将', '这个', '烂摊子', '经理', '得', '有声有色', '，', '贪念', '一动', '，', '便', '又', '设计', '排挤', '；']",胡雪岩全集（高阳）.txt
Nh,Ns,"(30, 31)","(32, 33)",胡雪岩,慈安,"['刘坤一', '此奏', '，', '事实', '俱', '在', '，', '理由', '充足', '，', '盛宣怀', '本万', '无可', '免', '，', '哪', '知', '奏报', '到京', '，', '适逢', '慈安太后', '暴崩', '，', '这件', '案子', '便压', '了', '下来', '，', '胡雪岩', '原以为', '慈安', '的', '“', '大事', '”', '一', '过', '，', '会', '有', '结果', '，', '盛宣怀', '等', '人', '撤职', '，', '招商局', '或者', '会派', '他', '接办', '。']",胡雪岩全集（高阳）.txt
Ns,Nh,"(12, 13)","(17, 18)",长春,李莲英,"['盛宣怀', '新', '走', '的', '一条', '路子', '，', '便是', '慈禧太后', '的', '亲信', '、', '长春', '宫', '的', '总管', '太监', '李莲英', '。']",胡雪岩全集（高阳）.txt
Ns,Ns,"(13, 14)","(18, 19)",北京,俄国,"['早', '在', '同治', '三年', '，', '俄国', '要求', '自', '恰克图', '铺设', '陆线', '，', '直达', '北京', '，', '朝廷', '断然拒绝', '，', '俄国', '改变', '计划', '，', '采取', '迂回', '的', '办法', '，', '先', '将', '西伯利亚', '陆线', '延伸', '至', '海参崴', '，', '然后', '与', '丹麦', '大', '北', '公司', '合作', '，', '先', '在', '公海', '上', '敷设', '单心', '水线', '三条', '，', '一条', '是', '海参崴', '至', '长崎', '，', '一条', '是', '长崎', '至', '吴淞口', '外', '的', '大', '戢', '山岛', '，', '又', '一条', '是', '香港', '至大', '戢', '山岛', '。']",胡雪岩全集（高阳）.txt
